order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,discount,sales,profit,order_year,order_month,order_month_name,delivery_days,profit_margin_pct
ORD-2024-104228,2024-08-15,2024-08-22,Standard Class,CU-10024,Matthew Foster,Home Office,South,Texas,Dallas,Office Supplies,Labels,Stapler,11,0.2,1211.21,93.73,2024,8,Aug,7,7.74
ORD-2025-103549,2025-07-06,2025-07-08,First Class,CU-10008,Gabrielle Davis,Consumer,East,New Jersey,Jersey City,Office Supplies,Storage,Stapler,9,0.1,1290.06,124.7,2025,7,Jul,2,9.67
ORD-2025-106816,2025-10-02,2025-10-05,First Class,CU-10313,Tracy Ballard,Consumer,South,North Carolina,Durham,Furniture,Chairs,Wooden Dining Table,1,0.0,365.73,120.64,2025,10,Oct,3,32.99
ORD-2023-102376,2023-09-04,2023-09-12,Standard Class,CU-10111,Shannon Walker,Consumer,North,Minnesota,St. Paul,Office Supplies,Storage,Sketch Pad,6,0.0,641.28,150.58,2023,9,Sep,8,23.48
ORD-2025-101154,2025-03-06,2025-03-08,First Class,CU-10217,Mark Brown,Corporate,East,Pennsylvania,Pittsburgh,Office Supplies,Art,Storage Box,3,0.0,24.66,6.12,2025,3,Mar,2,24.82
ORD-2024-107826,2024-01-19,2024-01-25,Standard Class,CU-10245,Donna Landry,Corporate,North,Wisconsin,Madison,Furniture,Furnishings,Executive Office Chair,5,0.0,1771.75,207.37,2024,1,Jan,6,11.7
ORD-2025-102803,2025-07-22,2025-07-30,Standard Class,CU-10033,Nathan Maldonado,Home Office,West,Nevada,Henderson,Furniture,Furnishings,Ergonomic Desk Chair,7,0.0,618.17,86.4,2025,7,Jul,8,13.98
ORD-2025-109165,2025-08-29,2025-09-05,Standard Class,CU-10078,Steve Sanchez,Consumer,South,North Carolina,Durham,Furniture,Tables,Ergonomic Desk Chair,12,0.15,803.4,137.73,2025,8,Aug,7,17.14
ORD-2024-100327,2024-04-23,2024-05-01,Standard Class,CU-10323,Brandy Chavez,Home Office,West,Arizona,Mesa,Office Supplies,Labels,Copy Paper Ream,13,0.0,573.56,153.43,2024,4,Apr,8,26.75
ORD-2024-103908,2024-08-23,2024-08-29,Standard Class,CU-10359,Ronald Davis,Consumer,East,New York,New York City,Office Supplies,Art,Desk Organizer,9,0.3,482.58,-96.96,2024,8,Aug,6,-20.09
ORD-2023-108918,2023-11-29,2023-12-06,Standard Class,CU-10358,Christian Leblanc,Consumer,West,Oregon,Eugene,Office Supplies,Paper,Stapler,3,0.15,239.37,5.65,2023,11,Nov,7,2.36
ORD-2023-102154,2023-12-03,2023-12-11,Standard Class,CU-10291,Stephanie Byrd,Corporate,South,Florida,Tampa,Office Supplies,Labels,Storage Box,12,0.0,1406.4,525.53,2023,12,Dec,8,37.37
ORD-2023-109661,2023-03-29,2023-04-01,First Class,CU-10258,Denise Davenport,Consumer,East,New York,New York City,Office Supplies,Art,Ring Binder,3,0.2,52.8,-14.34,2023,3,Mar,3,-27.16
ORD-2023-109568,2023-04-14,2023-04-21,Standard Class,CU-10278,Shannon James,Consumer,West,Arizona,Tucson,Technology,Machines,Laptop Stand,6,0.15,6142.08,751.54,2023,4,Apr,7,12.24
ORD-2024-106632,2024-08-26,2024-09-03,Standard Class,CU-10255,Kristen Davis,Home Office,North,Minnesota,Minneapolis,Office Supplies,Paper,Storage Box,13,0.1,1171.56,284.66,2024,8,Aug,8,24.3
ORD-2022-108242,2022-03-21,2022-03-25,Second Class,CU-10073,Lauren Daniels,Consumer,West,Oregon,Eugene,Office Supplies,Labels,Stapler,4,0.0,244.52,46.81,2022,3,Mar,4,19.14
ORD-2025-106748,2025-10-25,2025-10-31,Standard Class,CU-10297,William Barrett,Consumer,West,Nevada,Henderson,Furniture,Furnishings,Glass Coffee Table,7,0.1,4954.67,-27.8,2025,10,Oct,6,-0.56
ORD-2024-105048,2024-02-22,2024-02-29,Standard Class,CU-10385,Chad Scott,Consumer,South,Texas,Austin,Office Supplies,Storage,Desk Organizer,8,0.0,1083.6,353.91,2024,2,Feb,7,32.66
ORD-2022-102812,2022-04-05,2022-04-12,Standard Class,CU-10384,Aimee Turner,Consumer,South,Texas,Austin,Furniture,Furnishings,Glass Coffee Table,7,0.2,1354.43,-52.66,2022,4,Apr,7,-3.89
ORD-2023-105044,2023-08-04,2023-08-12,Standard Class,CU-10391,Laura Mckinney,Corporate,West,Arizona,Tucson,Furniture,Furnishings,Wooden Dining Table,12,0.5,5973.48,-2219.36,2023,8,Aug,8,-37.15
ORD-2025-104655,2025-11-27,2025-11-29,First Class,CU-10220,Courtney Mills,Home Office,West,Oregon,Salem,Office Supplies,Binders,Address Labels,4,0.0,184.64,35.61,2025,11,Nov,2,19.29
ORD-2024-103129,2024-04-05,2024-04-12,Standard Class,CU-10012,Lisa Hensley,Consumer,East,New Jersey,Newark,Office Supplies,Art,Sketch Pad,11,0.2,838.31,-138.88,2024,4,Apr,7,-16.57
ORD-2025-105090,2025-01-16,2025-01-21,Standard Class,CU-10111,Shannon Walker,Consumer,West,Oregon,Eugene,Office Supplies,Art,Sketch Pad,8,0.1,1083.36,212.22,2025,1,Jan,5,19.59
ORD-2024-103779,2024-02-20,2024-02-27,Standard Class,CU-10115,Diana May,Home Office,East,New Jersey,Jersey City,Office Supplies,Binders,Ring Binder,3,0.3,434.52,-35.26,2024,2,Feb,7,-8.11
ORD-2022-105909,2022-06-21,2022-06-29,Standard Class,CU-10157,Jason Stein,Corporate,West,Oregon,Eugene,Furniture,Bookcases,Glass Coffee Table,13,0.0,10824.45,1476.34,2022,6,Jun,8,13.64
ORD-2022-102864,2022-12-16,2022-12-20,Second Class,CU-10011,Jamie Arnold,Consumer,North,Michigan,Grand Rapids,Office Supplies,Art,Stapler,14,0.1,1272.88,276.15,2022,12,Dec,4,21.69
ORD-2025-108517,2025-04-23,2025-04-30,Standard Class,CU-10026,Justin Baker,Consumer,East,New York,New York City,Office Supplies,Binders,Storage Box,12,0.0,324.12,35.13,2025,4,Apr,7,10.84
ORD-2022-108610,2022-06-26,2022-06-29,First Class,CU-10283,Shelia Wallace,Consumer,West,Washington,Tacoma,Technology,Phones,External Hard Drive,12,0.0,4548.36,582.4,2022,6,Jun,3,12.8
ORD-2023-103940,2023-12-09,2023-12-14,Second Class,CU-10086,Shirley Suarez,Home Office,East,Pennsylvania,Pittsburgh,Furniture,Bookcases,Storage Cabinet,13,0.0,2178.41,838.78,2023,12,Dec,5,38.5
ORD-2025-106924,2025-03-10,2025-03-16,Standard Class,CU-10298,Keith Jennings,Consumer,East,New York,Buffalo,Furniture,Chairs,Executive Office Chair,10,0.15,4452.0,457.03,2025,3,Mar,6,10.27
ORD-2022-103830,2022-05-09,2022-05-17,Standard Class,CU-10005,Connie Lawrence,Corporate,West,Arizona,Phoenix,Furniture,Tables,Modern Bookcase,2,0.0,1387.0,140.89,2022,5,May,8,10.16
ORD-2024-109614,2024-06-15,2024-06-21,Standard Class,CU-10389,Scott Williams,Corporate,West,Nevada,Reno,Office Supplies,Paper,Stapler,10,0.3,823.9,-209.02,2024,6,Jun,6,-25.37
ORD-2024-105877,2024-08-27,2024-08-27,Same Day,CU-10275,Matthew Moore,Consumer,South,North Carolina,Raleigh,Office Supplies,Labels,Storage Box,11,0.2,1598.19,129.67,2024,8,Aug,0,8.11
ORD-2025-106185,2025-04-01,2025-04-09,Standard Class,CU-10197,Spencer Haynes,Consumer,West,California,San Francisco,Office Supplies,Paper,Sketch Pad,14,0.0,1553.86,413.67,2025,4,Apr,8,26.62
ORD-2025-108298,2025-03-29,2025-04-01,First Class,CU-10386,Adam Burgess,Consumer,North,Illinois,Aurora,Technology,Copiers,Smartphone,9,0.15,1473.03,23.12,2025,3,Mar,3,1.57
ORD-2025-104142,2025-04-09,2025-04-13,First Class,CU-10043,Anthony Humphrey,Consumer,West,Nevada,Las Vegas,Technology,Accessories,Office Copier,3,0.1,7281.51,463.25,2025,4,Apr,4,6.36
ORD-2024-107467,2024-03-17,2024-03-21,Second Class,CU-10064,Jessica Callahan,Corporate,West,Oregon,Portland,Technology,Machines,External Hard Drive,4,0.5,478.88,-180.55,2024,3,Mar,4,-37.7
ORD-2023-104806,2023-03-16,2023-03-18,First Class,CU-10146,Victoria Larson,Consumer,North,Minnesota,Minneapolis,Furniture,Bookcases,Wooden Dining Table,11,0.1,9303.8,1304.37,2023,3,Mar,2,14.02
ORD-2022-108647,2022-05-29,2022-06-04,Standard Class,CU-10392,Brian Smith,Consumer,South,Florida,Tampa,Office Supplies,Storage,Stapler,7,0.0,939.47,358.93,2022,5,May,6,38.21
ORD-2022-103348,2022-02-08,2022-02-16,Standard Class,CU-10375,Paul Lewis,Consumer,East,New Jersey,Jersey City,Technology,Machines,Desktop Printer,7,0.0,16652.23,3701.44,2022,2,Feb,8,22.23
ORD-2023-109266,2023-09-14,2023-09-16,First Class,CU-10386,Adam Burgess,Consumer,South,Tennessee,Memphis,Office Supplies,Labels,Copy Paper Ream,9,0.15,1010.25,148.28,2023,9,Sep,2,14.68
ORD-2024-109384,2024-01-13,2024-01-19,Standard Class,CU-10277,Marie Christian,Corporate,West,Oregon,Portland,Office Supplies,Binders,Desk Organizer,11,0.0,1639.66,423.93,2024,1,Jan,6,25.85
ORD-2023-108208,2023-01-12,2023-01-18,Second Class,CU-10306,Edward Burgess,Consumer,North,Michigan,Grand Rapids,Furniture,Bookcases,Storage Cabinet,14,0.15,10226.86,1686.75,2023,1,Jan,6,16.49
ORD-2022-102601,2022-11-09,2022-11-15,Second Class,CU-10009,Ryan Munoz,Consumer,East,Virginia,Arlington,Technology,Machines,Office Copier,10,0.1,9806.7,2636.62,2022,11,Nov,6,26.89
ORD-2025-102085,2025-05-09,2025-05-17,Standard Class,CU-10017,Derek Zuniga,Corporate,South,Georgia,Atlanta,Furniture,Chairs,Storage Cabinet,6,0.2,2862.18,-60.55,2025,5,May,8,-2.12
ORD-2023-103400,2023-01-06,2023-01-08,First Class,CU-10301,Heather Fields,Consumer,West,Nevada,Henderson,Furniture,Tables,Glass Coffee Table,11,0.0,718.3,154.5,2023,1,Jan,2,21.51
ORD-2023-105618,2023-09-19,2023-09-22,First Class,CU-10195,Allen Rosales,Home Office,North,Michigan,Grand Rapids,Office Supplies,Art,Sketch Pad,13,0.2,1947.01,15.34,2023,9,Sep,3,0.79
ORD-2023-102648,2023-10-29,2023-10-31,Same Day,CU-10325,Patrick Moore,Corporate,South,North Carolina,Durham,Furniture,Bookcases,Wooden Dining Table,2,0.15,1654.86,-47.9,2023,10,Oct,2,-2.89
ORD-2023-101447,2023-12-31,2024-01-02,First Class,CU-10119,Jeffrey Chandler,Consumer,East,New York,Buffalo,Office Supplies,Art,Ring Binder,9,0.0,392.13,95.97,2023,12,Dec,2,24.47
ORD-2023-107524,2023-02-07,2023-02-11,Second Class,CU-10133,Daniel Kennedy,Home Office,South,North Carolina,Charlotte,Office Supplies,Paper,Ring Binder,13,0.0,1783.73,575.14,2023,2,Feb,4,32.24
ORD-2022-100027,2022-03-23,2022-03-27,First Class,CU-10366,Courtney Rodriguez,Consumer,North,Minnesota,St. Paul,Furniture,Tables,Storage Cabinet,14,0.15,10940.16,-963.28,2022,3,Mar,4,-8.8
ORD-2025-107814,2025-07-13,2025-07-21,Standard Class,CU-10208,Dr. William Warren,Consumer,North,Ohio,Cincinnati,Office Supplies,Paper,Sketch Pad,5,0.0,40.7,2.65,2025,7,Jul,8,6.51
ORD-2023-109168,2023-02-02,2023-02-08,Standard Class,CU-10203,Joseph Coleman,Consumer,North,Michigan,Grand Rapids,Furniture,Chairs,Ergonomic Desk Chair,5,0.1,1365.15,309.94,2023,2,Feb,6,22.7
ORD-2025-109676,2025-07-11,2025-07-14,First Class,CU-10024,Matthew Foster,Home Office,South,Texas,Houston,Technology,Copiers,Bluetooth Speaker,7,0.2,6691.44,39.16,2025,7,Jul,3,0.59
ORD-2023-107331,2023-03-21,2023-03-24,First Class,CU-10347,Victor Brown,Consumer,East,New Jersey,Paterson,Furniture,Bookcases,Ergonomic Desk Chair,11,0.1,1540.88,83.6,2023,3,Mar,3,5.43
ORD-2022-107278,2022-07-06,2022-07-09,First Class,CU-10120,Larry Dixon,Corporate,North,Illinois,Chicago,Technology,Machines,Office Copier,9,0.1,16455.69,357.88,2022,7,Jul,3,2.17
ORD-2022-102116,2022-07-10,2022-07-11,Standard Class,CU-10051,Danny Morgan,Consumer,South,Florida,Tampa,Furniture,Bookcases,Storage Cabinet,4,0.2,628.72,1.71,2022,7,Jul,1,0.27
ORD-2025-102675,2025-09-26,2025-09-28,Same Day,CU-10307,Carlos Ryan,Home Office,West,Arizona,Phoenix,Office Supplies,Art,Desk Organizer,12,0.2,1717.44,-152.73,2025,9,Sep,2,-8.89
ORD-2023-105487,2023-11-17,2023-11-23,Second Class,CU-10061,Gerald Hensley,Corporate,South,Florida,Miami,Office Supplies,Fasteners,Ring Binder,14,0.2,1526.42,-138.84,2023,11,Nov,6,-9.1
ORD-2023-105471,2023-10-24,2023-11-01,Standard Class,CU-10256,Susan Murray MD,Consumer,West,Washington,Spokane,Office Supplies,Storage,Stapler,7,0.0,331.45,34.15,2023,10,Oct,8,10.3
ORD-2025-108342,2025-07-09,2025-07-15,Standard Class,CU-10188,Madison Poole,Consumer,West,Arizona,Tucson,Technology,Accessories,Office Copier,12,0.0,1373.16,243.69,2025,7,Jul,6,17.75
ORD-2022-100414,2022-01-24,2022-01-30,Standard Class,CU-10056,Timothy Duncan,Consumer,West,Nevada,Henderson,Office Supplies,Paper,Ring Binder,3,0.1,291.15,39.77,2022,1,Jan,6,13.66
ORD-2025-103822,2025-09-08,2025-09-12,Second Class,CU-10151,Pamela Boyd,Corporate,North,Michigan,Detroit,Office Supplies,Art,Copy Paper Ream,7,0.1,433.86,-1.55,2025,9,Sep,4,-0.36
ORD-2024-102467,2024-08-19,2024-08-25,Standard Class,CU-10336,Daniel Kane,Consumer,East,New Jersey,Jersey City,Office Supplies,Art,Copy Paper Ream,11,0.0,741.18,222.02,2024,8,Aug,6,29.95
ORD-2023-103768,2023-12-03,2023-12-11,Standard Class,CU-10258,Denise Davenport,Consumer,West,Washington,Seattle,Office Supplies,Binders,Sketch Pad,12,0.1,640.92,102.36,2023,12,Dec,8,15.97
ORD-2022-103511,2022-05-26,2022-06-01,Second Class,CU-10196,Daniel Salinas,Corporate,South,Georgia,Augusta,Office Supplies,Fasteners,Address Labels,5,0.2,309.1,0.23,2022,5,May,6,0.07
ORD-2023-107327,2023-05-20,2023-05-26,Standard Class,CU-10394,Tamara Davis,Consumer,East,New Jersey,Newark,Technology,Copiers,Wireless Mouse,4,0.2,3636.24,-336.73,2023,5,May,6,-9.26
ORD-2025-109492,2025-10-08,2025-10-16,Standard Class,CU-10013,Michele Williams,Consumer,East,Massachusetts,Worcester,Office Supplies,Fasteners,Desk Organizer,12,0.3,1250.76,-152.81,2025,10,Oct,8,-12.22
ORD-2025-109765,2025-01-01,2025-01-08,Standard Class,CU-10146,Victoria Larson,Consumer,South,Texas,Dallas,Office Supplies,Art,Ring Binder,13,0.0,1315.08,337.25,2025,1,Jan,7,25.64
ORD-2024-103141,2024-11-17,2024-11-21,First Class,CU-10353,Michael Farrell,Consumer,South,Tennessee,Knoxville,Office Supplies,Labels,Address Labels,3,0.0,34.02,-5.75,2024,11,Nov,4,-16.9
ORD-2025-103039,2025-08-08,2025-08-15,Standard Class,CU-10047,Shane Henderson,Consumer,South,Tennessee,Memphis,Office Supplies,Paper,Desk Organizer,12,0.0,1680.0,334.29,2025,8,Aug,7,19.9
ORD-2025-104278,2025-05-10,2025-05-16,Second Class,CU-10371,Debra White,Corporate,East,Virginia,Arlington,Furniture,Tables,Wooden Dining Table,11,0.0,6741.9,2164.43,2025,5,May,6,32.1
ORD-2024-104962,2024-11-01,2024-11-07,Second Class,CU-10287,Carolyn Miller,Consumer,North,Wisconsin,Milwaukee,Office Supplies,Art,Storage Box,7,0.2,998.2,131.91,2024,11,Nov,6,13.21
ORD-2023-101805,2023-03-11,2023-03-18,Standard Class,CU-10069,William Baker,Consumer,East,Pennsylvania,Philadelphia,Technology,Machines,External Hard Drive,1,0.2,1358.29,-111.83,2023,3,Mar,7,-8.23
ORD-2025-108886,2025-11-13,2025-11-21,Standard Class,CU-10113,Crystal Johnson,Consumer,South,North Carolina,Durham,Office Supplies,Art,Stapler,12,0.1,247.2,61.79,2025,11,Nov,8,25.0
ORD-2023-105848,2023-02-03,2023-02-10,Standard Class,CU-10048,Joshua Blair,Corporate,West,Oregon,Eugene,Office Supplies,Labels,Stapler,6,0.1,186.0,6.54,2023,2,Feb,7,3.52
ORD-2024-106807,2024-11-30,2024-12-08,Standard Class,CU-10058,Brent Jordan,Consumer,South,Georgia,Savannah,Technology,Accessories,Bluetooth Speaker,9,0.0,15351.93,3918.19,2024,11,Nov,8,25.52
ORD-2022-107776,2022-01-31,2022-02-08,Standard Class,CU-10136,Robert Potter,Consumer,East,Massachusetts,Springfield,Technology,Accessories,Wireless Mouse,12,0.0,4568.52,1506.73,2022,1,Jan,8,32.98
ORD-2025-106629,2025-03-31,2025-03-31,Same Day,CU-10157,Jason Stein,Corporate,South,Tennessee,Nashville,Office Supplies,Fasteners,Address Labels,14,0.0,1899.38,636.49,2025,3,Mar,0,33.51
ORD-2023-103760,2023-05-12,2023-05-18,Second Class,CU-10203,Joseph Coleman,Consumer,East,Virginia,Arlington,Furniture,Furnishings,Ergonomic Desk Chair,6,0.0,4660.32,759.75,2023,5,May,6,16.3
ORD-2023-107249,2023-09-27,2023-10-01,First Class,CU-10302,Megan Le,Corporate,South,North Carolina,Durham,Furniture,Furnishings,Modern Bookcase,12,0.2,5929.32,-195.71,2023,9,Sep,4,-3.3
ORD-2022-103153,2022-02-27,2022-03-05,Standard Class,CU-10082,Michael Evans,Corporate,South,North Carolina,Charlotte,Furniture,Furnishings,Modern Bookcase,12,0.0,4919.04,1363.47,2022,2,Feb,6,27.72
ORD-2023-109434,2023-02-06,2023-02-09,First Class,CU-10112,Julia Torres,Consumer,East,New York,New York City,Furniture,Furnishings,Modern Bookcase,7,0.15,3031.7,172.04,2023,2,Feb,3,5.67
ORD-2025-104267,2025-08-14,2025-08-21,Standard Class,CU-10088,Lisa Archer,Consumer,North,Michigan,Grand Rapids,Furniture,Bookcases,Ergonomic Desk Chair,9,0.0,4836.6,1799.17,2025,8,Aug,7,37.2
ORD-2022-104247,2022-03-15,2022-03-22,Standard Class,CU-10368,Renee Bruce,Consumer,East,New York,Rochester,Technology,Accessories,External Hard Drive,12,0.15,8175.6,-199.69,2022,3,Mar,7,-2.44
ORD-2025-109011,2025-01-18,2025-01-24,Standard Class,CU-10313,Tracy Ballard,Consumer,West,Washington,Seattle,Furniture,Bookcases,Wooden Dining Table,10,0.0,1686.8,412.89,2025,1,Jan,6,24.48
ORD-2025-106518,2025-03-12,2025-03-20,Standard Class,CU-10300,Tanner Mitchell DDS,Home Office,West,Nevada,Las Vegas,Technology,Machines,Desktop Printer,1,0.3,1116.91,-239.07,2025,3,Mar,8,-21.4
ORD-2022-106118,2022-03-30,2022-04-05,Standard Class,CU-10335,Andrea Hubbard,Home Office,West,Oregon,Portland,Technology,Copiers,Bluetooth Speaker,9,0.1,21491.82,5240.37,2022,3,Mar,6,24.38
ORD-2024-106715,2024-06-28,2024-07-04,Standard Class,CU-10249,Kimberly Gutierrez,Consumer,East,New York,Rochester,Furniture,Furnishings,Storage Cabinet,11,0.0,6706.15,1753.32,2024,6,Jun,6,26.14
ORD-2024-100735,2024-01-22,2024-01-30,Standard Class,CU-10133,Daniel Kennedy,Home Office,North,Michigan,Detroit,Office Supplies,Labels,Sketch Pad,5,0.5,659.3,-339.85,2024,1,Jan,8,-51.55
ORD-2025-104694,2025-02-07,2025-02-15,Standard Class,CU-10319,Connie Brown,Home Office,North,Minnesota,Minneapolis,Office Supplies,Fasteners,Desk Organizer,1,0.15,62.24,-3.86,2025,2,Feb,8,-6.2
ORD-2025-102590,2025-06-08,2025-06-14,Standard Class,CU-10036,Sherri Baker,Corporate,North,Minnesota,Minneapolis,Furniture,Furnishings,Storage Cabinet,1,0.0,299.65,50.27,2025,6,Jun,6,16.78
ORD-2022-108252,2022-07-25,2022-08-01,Standard Class,CU-10010,Monica Herrera,Consumer,West,Arizona,Phoenix,Office Supplies,Binders,Storage Box,7,0.1,799.61,-11.76,2022,7,Jul,7,-1.47
ORD-2023-103947,2023-06-06,2023-06-14,Standard Class,CU-10175,Alex Hernandez,Consumer,West,Washington,Tacoma,Technology,Copiers,Office Copier,4,0.2,1511.44,-164.1,2023,6,Jun,8,-10.86
ORD-2022-107385,2022-02-18,2022-02-24,Standard Class,CU-10228,Michael Bradshaw,Consumer,West,California,Los Angeles,Office Supplies,Binders,Stapler,1,0.2,95.3,11.17,2022,2,Feb,6,11.72
ORD-2024-101139,2024-09-15,2024-09-17,First Class,CU-10080,Kelly Donovan,Corporate,South,Florida,Tampa,Office Supplies,Binders,Stapler,8,0.0,977.04,307.23,2024,9,Sep,2,31.44
ORD-2025-106058,2025-10-29,2025-11-06,Standard Class,CU-10055,Michael Lewis,Corporate,East,New York,Buffalo,Office Supplies,Paper,Stapler,5,0.0,558.8,96.25,2025,10,Oct,8,17.22
ORD-2023-109008,2023-12-04,2023-12-10,Standard Class,CU-10261,Desiree Tyler,Home Office,East,Virginia,Arlington,Office Supplies,Paper,Desk Organizer,10,0.4,505.2,-121.78,2023,12,Dec,6,-24.11
ORD-2023-103099,2023-11-15,2023-11-23,Standard Class,CU-10183,Ashley Barton,Consumer,West,California,San Francisco,Technology,Accessories,Laptop Stand,2,0.0,1136.8,207.11,2023,11,Nov,8,18.22
ORD-2022-102439,2022-06-19,2022-06-27,Standard Class,CU-10272,Jonathan Lawrence,Corporate,West,California,San Diego,Technology,Copiers,Wireless Mouse,11,0.2,24496.01,-1866.4,2022,6,Jun,8,-7.62
ORD-2022-107365,2022-11-08,2022-11-16,Standard Class,CU-10266,Kimberly Gibson,Corporate,North,Minnesota,St. Paul,Office Supplies,Storage,Stapler,6,0.3,673.08,-72.53,2022,11,Nov,8,-10.78
ORD-2022-100660,2022-10-29,2022-11-02,Second Class,CU-10329,Ariana Jennings,Home Office,East,Virginia,Norfolk,Office Supplies,Fasteners,Ring Binder,5,0.2,747.65,-2.49,2022,10,Oct,4,-0.33
ORD-2022-105234,2022-10-22,2022-10-27,Second Class,CU-10349,Theodore Jones Jr.,Consumer,West,Washington,Tacoma,Furniture,Tables,Storage Cabinet,14,0.4,11055.94,-3528.78,2022,10,Oct,5,-31.92
ORD-2024-100390,2024-11-30,2024-12-05,Second Class,CU-10320,Susan Turner,Home Office,South,Florida,Tampa,Office Supplies,Storage,Copy Paper Ream,1,0.1,19.49,11.2,2024,11,Nov,5,57.47
ORD-2024-104054,2024-10-26,2024-11-02,Standard Class,CU-10263,Diane Evans,Consumer,South,Texas,Austin,Technology,Phones,Bluetooth Speaker,2,0.1,774.36,44.68,2024,10,Oct,7,5.77
ORD-2023-100908,2023-10-31,2023-11-06,Standard Class,CU-10276,Wayne Morgan,Consumer,East,Massachusetts,Springfield,Technology,Phones,Laptop Stand,11,0.1,20646.23,-467.24,2023,10,Oct,6,-2.26
ORD-2025-108596,2025-06-14,2025-06-20,Second Class,CU-10082,Michael Evans,Corporate,East,Pennsylvania,Pittsburgh,Office Supplies,Binders,Ring Binder,2,0.4,284.56,-121.83,2025,6,Jun,6,-42.81
ORD-2023-104292,2023-07-28,2023-07-28,Same Day,CU-10123,Michelle Harmon,Consumer,North,Wisconsin,Green Bay,Furniture,Chairs,Glass Coffee Table,13,0.0,2398.5,278.06,2023,7,Jul,0,11.59
ORD-2022-108801,2022-12-03,2022-12-11,Standard Class,CU-10077,Megan Young,Consumer,East,Virginia,Arlington,Office Supplies,Binders,Address Labels,2,0.1,38.18,9.07,2022,12,Dec,8,23.76
ORD-2024-100362,2024-09-26,2024-10-04,Standard Class,CU-10158,Melissa Gates,Consumer,West,Arizona,Mesa,Technology,Accessories,Smartphone,2,0.1,1353.3,239.68,2024,9,Sep,8,17.71
ORD-2025-105546,2025-06-10,2025-06-14,Second Class,CU-10303,Sara Fuller,Corporate,East,Massachusetts,Springfield,Office Supplies,Paper,Stapler,8,0.2,698.56,36.21,2025,6,Jun,4,5.18
ORD-2023-107196,2023-08-07,2023-08-14,Standard Class,CU-10376,Glen Wood,Corporate,South,Florida,Orlando,Office Supplies,Storage,Storage Box,10,0.15,1154.1,87.95,2023,8,Aug,7,7.62
ORD-2022-108256,2022-03-22,2022-03-28,Standard Class,CU-10211,Denise Mccann,Corporate,North,Minnesota,Minneapolis,Technology,Machines,Bluetooth Speaker,4,0.2,7918.64,-990.73,2022,3,Mar,6,-12.51
ORD-2023-108453,2023-08-22,2023-08-29,Standard Class,CU-10024,Matthew Foster,Home Office,East,Virginia,Richmond,Office Supplies,Art,Copy Paper Ream,13,0.2,1281.41,128.09,2023,8,Aug,7,10.0
ORD-2023-102106,2023-12-09,2023-12-13,Second Class,CU-10025,Judy Baker,Consumer,North,Wisconsin,Milwaukee,Office Supplies,Labels,Stapler,8,0.0,74.24,-2.93,2023,12,Dec,4,-3.95
ORD-2025-108293,2025-06-17,2025-06-23,Second Class,CU-10308,Kiara Mcintyre,Corporate,South,Florida,Orlando,Office Supplies,Paper,Address Labels,2,0.4,248.9,-27.28,2025,6,Jun,6,-10.96
ORD-2025-103431,2025-07-21,2025-07-28,Standard Class,CU-10316,Lauren Carson,Consumer,South,North Carolina,Raleigh,Office Supplies,Labels,Sketch Pad,10,0.1,262.0,41.85,2025,7,Jul,7,15.97
ORD-2025-106345,2025-10-27,2025-11-04,Standard Class,CU-10064,Jessica Callahan,Corporate,South,Texas,Houston,Technology,Copiers,Wireless Mouse,4,0.0,8806.92,1302.74,2025,10,Oct,8,14.79
ORD-2022-108008,2022-06-27,2022-07-05,Standard Class,CU-10209,Brian Lee,Home Office,East,New York,Buffalo,Office Supplies,Fasteners,Stapler,8,0.0,880.32,310.51,2022,6,Jun,8,35.27
ORD-2022-100105,2022-09-25,2022-09-29,First Class,CU-10340,Allison Smith,Corporate,East,New Jersey,Newark,Office Supplies,Storage,Sketch Pad,4,0.0,91.4,45.99,2022,9,Sep,4,50.32
ORD-2023-101246,2023-07-08,2023-07-15,Standard Class,CU-10325,Patrick Moore,Corporate,South,North Carolina,Durham,Office Supplies,Paper,Ring Binder,12,0.3,1698.6,-114.74,2023,7,Jul,7,-6.75
ORD-2025-100952,2025-06-03,2025-06-07,Second Class,CU-10309,Dawn Summers,Home Office,East,Massachusetts,Worcester,Office Supplies,Fasteners,Copy Paper Ream,11,0.0,559.9,151.23,2025,6,Jun,4,27.01
ORD-2022-102883,2022-08-16,2022-08-22,Standard Class,CU-10396,Jennifer Collins,Consumer,West,Nevada,Henderson,Furniture,Bookcases,Modern Bookcase,4,0.0,999.12,292.76,2022,8,Aug,6,29.3
ORD-2025-102576,2025-07-30,2025-08-03,Second Class,CU-10107,Sierra Johnson,Consumer,East,New Jersey,Newark,Office Supplies,Art,Copy Paper Ream,14,0.2,1433.88,143.07,2025,7,Jul,4,9.98
ORD-2025-103187,2025-03-24,2025-04-01,Standard Class,CU-10046,John Pierce,Consumer,East,Pennsylvania,Pittsburgh,Furniture,Bookcases,Glass Coffee Table,8,0.0,6919.76,1963.55,2025,3,Mar,8,28.38
ORD-2022-102432,2022-06-23,2022-06-25,Same Day,CU-10330,Vanessa Howard,Corporate,South,Georgia,Savannah,Furniture,Bookcases,Wooden Dining Table,9,0.0,509.31,127.23,2022,6,Jun,2,24.98
